CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
40603518,"NORMA'S, BURGER JOINT",1,03,11,A
40575316,RUTHYS BAKERY & CAFE,1,03,7,A
40576260,HECTOR'S CAFE & DINER,1,03,12,A
40581572,APPLEBAUM'S,1,03,11,A
40581729,BONO'S CAFE,1,27,12,A
40601189,LE GLACIER,1,03,5,A
40575863,FAMOUS JOE'S PIZZA,1,62,3,A
40604442,LA LECHONERA RESTAURANT,3,77,13,A
40584213,CHICKEN FESTIVAL,2,18,8,A
40602442,BLUE RIBBON,1,03,9,A
40577676,SARABETH'S KITCHEN,1,03,11,A
40566482,"KENTUCKY FRIED CHICKEN, TIM HORTONS",1,03,7,A
40577928,SUSHI OF GARI,1,49,13,A
40605511,DOMINO'S PIZZA,1,62,5,A
40606331,PARK ITALIAN GOURMENT,1,48,13,A
40603273,FRANCISCO'S CENTRO VASCO,1,77,16,B
40585479,CASANOVA RESTAURANT,3,48,10,A
40586000,ZARO'S BREAD BASKET,1,08,7,A
40577915,PLUG UGLIES,1,03,11,A
40606656,LATERNA TAVERNA,4,38,13,A
40586239,BROADWAY BAGEL,1,07,12,A
40607132,CHENG CHINESE RESTAURANT,4,20,11,A
40608103,MEI YA KITCHEN,2,20,9,A
40578252,OSTERIA LAGUNA,1,48,10,A
40578724,STARBUCKS COFFEE,1,14,9,A
40568880,PIER 72,1,03,11,A
40608702,BRIOSO RISTORANTE,5,48,9,A
40581379,STARBUCKS COFFEE,4,14,7,A
40605839,OFF SHORE RESTAURANT,3,03,9,A
40610087,RUSSIA VODKA ROOM,1,67,12,A
40584030,HALE & HEARTY SOUPS,1,75,9,A
40607044,BOX CAR LOUNGE,1,03,25,B
40607093,P.J. BRADY'S TAVERN,2,03,8,A
40610139,VAN DAM DINER,4,03,2,A
40611066,BOBBY'S COFFEE SHOP,3,14,9,A
40611258,POLITO'S PIZZA,4,62,11,A
40582932,EL DORADO CAFE,4,53,11,A
40583385,PIZZA ROYALE,3,48,11,A
40584158,GLENDALE BAKESHOP & CAFE,4,08,11,A
40607341,STEINWAY BILLIARD,4,03,11,A
40607926,BISTRO LES AMIS,1,35,5,A
40589044,CAMPANILE,1,48,12,A
40585345,SUSHIYA JAPANESE RESTAURANT,1,49,3,A
40612118,STARBUCKS COFFEE,1,14,9,A
40612524,CITY HALL RESTAURANT,1,03,5,A
40613196,TANJIA HUKKA BAR,3,14,7,A
40608746,KANA TAPAS BAR & RESTAURANT,1,80,15,B
40591269,STARBUCKS COFFEE,1,14,4,A
40585625,GRANO TRATTORIA,1,48,12,A
40585959,ASIAN CHAO,4,20,8,A
40571896,TURTLE BAY GRILL AND LOUNGE,1,03,7,A
40615240,MEHAK,4,44,12,A
40615672,Playwright Celtic Pub,1,47,13,A
40616482,THE CARNEGIE CIGAR CLUB AND LOUNGE,1,03,8,A
40586094,GENESIS # 1 WEST INDIAN,4,17,10,A
40592207,PICASSO PIZZERIA,1,63,9,A
40592289,SUBSCONSCIOUS,1,27,7,A
40592791,KRISPY PIZZERIA,3,63,7,A
40610000,HOP LEE KITCHEN,3,20,12,A
40610554,THE SUMMIT,1,03,9,A
40616799,AFGHAN KEBAB HOUSE #1,1,01,19,B
40617370,LEXINGTON BAR AND BOOKS,1,03,13,A
40618041,KRYSTAL EUROPEAN BAKERY,4,08,12,A
40611399,RAO'S BAR & GRILL,1,48,12,A
40593646,CAFE BORGIA II,1,48,9,A
40594203,LA GOURMET,1,03,11,A
40612915,LUCKY STAR RESTAURANT,3,17,24,B
40618281,PASQUALE RIGOLETTO RESTAURANT,2,48,24,B
40618555,MEI MEI RESTAURANT,2,20,9,A
40618557,CAFE MOGADOR,1,57,5,A
40618821,"TACO BELL, AU BON PAIN",3,03,6,A
40587400,PELHAM BAKE SHOP,2,08,9,A
40587714,STARBUCKS COFFEE,1,14,5,A
40588166,BITS BITE & BAGUETTES,1,70,4,A
40594214,MAGGIE MAYS,4,03,8,A
40587626,STRICTLY VEGETARIAN,3,84,5,A
40614573,PITKIN CARIBBEAN BAKERY,3,17,10,A
40615828,THE BOWERY BALLROOM,1,03,7,A
40619267,LITTLE VINCENT'S PIZZA RESTAURANT,1,62,4,A
40619905,DIZZY'S RESTAURANT,3,03,8,A
40620183,AFTERNOONE'S RESTAURANT,5,03,11,A
40620484,TONY'S PIZZA,2,62,17,B
40616509,MONTY Q'S,3,63,16,Z
40589468,GRACE'S TRATTORIA CAFE & GRILL,1,48,5,A
40589545,KHYBER PASS,1,01,12,A
40596377,LOS PAPIS RESTAURANT,3,53,12,A
40597224,MCDONALD'S,4,39,8,A
40620726,NINO'S RESTAURANT,1,48,12,A
40621241,CAFFE EGIDIO,2,08,11,A
40622348,P&S BAKERY RESTAURANT,3,17,10,A
40590969,KINGS COUNTY CAFETERIA BLDG T,3,03,9,A
40620427,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,5,03,3,A
40591271,101 DELI,4,27,11,A
40624470,BILLY'S SPORT BAR RESTAURANT & LOUNGE,2,03,33,Z
40592285,BOWLMOR CHELSEA PIERS,1,03,11,A
40599004,BOTANICA BAR,1,03,16,B
40626708,LA MIRABELLE RESTAURANT,1,35,23,B
40624607,FRANK,1,48,13,A
40625198,KOREAN LOUNGE,4,52,12,A
40634203,HOT & CRUSTY BAGELS CAFE,1,07,12,A
40634713,NEW YORK UNIVERSITY - HAYDEN HALL,1,03,2,A
40634937,TRATTORIA I MALATESTA,1,48,13,A
40600619,BURGER KING,1,39,11,A
40600780,LE RIVAGE,1,35,12,A
40601159,PERFECTO PIZZERIA,1,63,12,A
40592920,FOREST PARK GOLF COURSE,4,03,,A
40635454,THE LOWELL,1,03,10,A
40636316,STARBUCKS COFFEE #7416,1,14,10,A
40593947,CARA MIA,1,48,,A
40626478,BROOKLYN PIZZA II,3,62,16,B
40593528,BLOCKHEADS,1,55,9,A
40626552,MEXICANA MAMA,1,55,13,A
40576251,MC GUINNESS'S,4,47,3,A
40595136,BASKIN ROBBINS,3,43,9,A
40640496,BURGER KING,3,39,9,A
40641437,MARUZZELLA,1,48,10,A
40634891,ARLENE'S GROCERY,1,03,7,A
40602858,STARBUCKS COFFEE,1,14,9,A
40597588,O'REILLY'S PUB,1,47,11,A
40642602,THE FOOD HUT,4,17,11,A
40643138,PARMA RESTAURANT,1,48,11,A
40596359,NEW YORKER HOTEL KITCHEN,1,03,13,A
40637551,PARADISE MANOR,3,50,11,A
40637864,PAM'S BAKERY,3,08,10,A
40638792,MERCER KITCHEN,1,03,13,A
40597618,TONY'S BRICK OVEN,5,63,13,A
40596986,PETER'S WATERFRONT ALE HOUSE,3,03,7,A
40644352,SOLAS,1,03,11,A
40597763,GREAT JONES CAFE,1,03,12,A
40598099,BURGER HEAVEN RESTAURANT,1,39,5,A
40639934,SPIRIT OF NEW YORK,1,03,13,A
40639953,CARVEL ICE CREAM,5,43,11,A
40603925,MCDONALD'S,1,39,3,A
40604004,WRAP N RUN GRILL,1,03,13,A
40640843,WHISKEY PARK,1,03,12,A
40641617,JACK'S RESTAURANT & BAR,1,03,8,A
40599302,GOLDEN HORSE CHINESE REST,3,20,9,A
40600160,BISTROT FRANCAIS,1,35,13,A
40600516,CAFFE PALERMO,1,48,7,A
40601254,ALADDIN,4,44,8,A
40601541,STARBUCKS COFFEE,1,14,4,A
40646303,THE PLACE,1,54,9,A
40647906,TERRACE ON THE PARK,4,03,9,A
40598230,BURGER KING,2,39,7,A
40598282,ALYSHIA ALEEM COFFEE SHOP,1,14,10,A
40598366,DIWAN-E- KHAAS,1,44,2,A
40644030,STEVE'S BAKERY,2,08,9,A
40647953,JACKSON DINER INDIAN CUISINE,4,44,17,B
40648876,WESTSIDE TAVERN,1,03,2,A
40649156,BLIMPIE,2,69,22,Z
40649346,THE BLUE ZOO LOUNGE,3,03,5,A
40649463,LA BOINA ROJA STEAK HOUSE,4,78,27,Z
40601531,PURITAN RESTAURANT,3,03,7,A
40606772,GEMINI DINER,1,03,11,A
40650407,LA SORRENTINA RISTORANTE,3,48,7,A
40652550,THE CROOKED TREE,1,35,7,A
40602159,FLEA MARKET CAFE,1,35,12,A
40600383,FERRARA'S,1,08,5,A
40645986,COSTCO WHOLESALE,3,03,9,A
40653502,V-BAR AND CAFE,1,03,12,A
40653926,LOS GIRASOLES RESTAURANT,2,55,13,A
40604400,CHE BELLA PIZZA,1,62,9,A
40649472,PIER 60,1,03,7,A
40609680,BURGER KING,5,39,3,A
40651965,MCDONALD'S,3,39,12,A
40653005,ORION PALACE,3,50,12,A
40653417,STARBUCKS COFFEE,1,14,4,A
40604207,CITY ISLAND DINER /SNUG BAR,2,03,12,A
40584877,ROOSEVELT GOURMET DELI,1,27,3,A
40602866,STARBUCKS COFFEE,1,14,2,A
40602887,STARBUCKS COFFEE,1,14,2,A
40609934,MR K'S RESTAURANT,1,20,12,A
40610155,Citibank EXECUTIVE CONFERENCE CENTER,1,03,,A
40605862,LICHEE NUT,3,20,9,A
40659197,OFF THE WAGON,1,03,11,A
40605282,CASSIS BISTRO/BRASSERIE,1,35,17,B
40605770,DUNKIN' DONUTS,4,29,,A
40655520,CASA,1,13,7,A
40611134,CAPRICE,4,03,10,A
40611192,DANNY'S PIZZERIA II,3,63,9,A
40660138,NOBU NEXT DOOR,1,49,12,A
40607604,EL NUEVO CAFE LATINO,4,53,4,A
40661011,SAN LOCO,1,55,29,Z
40661045,NEWS BAR,1,14,9,A
40661232,BELMORA PIZZA & RESTAURANT,1,62,12,A
40662196,LUCIEN RESTAURAUNT,1,35,9,A
40658944,DYNASTY,3,20,11,A
40659101,LUCKY HOUSE CHINESE KITCHEN,3,20,11,A
40609087,STRAUSS BAKERY,3,08,13,A
40609677,BURGER KING,5,39,7,A
40659592,WENDY'S,1,39,11,A
40660124,THE GRAND PROSPECT HALL,3,03,13,A
40609326,HALE & HEARTY SOUPS,1,75,10,A
40609705,BARIOS PIZZA & RESTAURANT,5,63,10,A
40609872,THE ABBEY,3,12,7,A
40664052,CIRCA TABAC,1,03,7,A
40664304,SOTTO VOCE RESTAURANT,3,48,10,A
40664744,STARBUCKS COFFEE,1,03,8,A
40591187,MAJESTIC PIZZA,1,62,7,A
40619544,CAFETERIA,1,03,12,A
40611024,MADAME X,1,03,8,A
40664907,LE BATEAU IVRE,1,35,4,A
40665052,LA CARRETA RESTAURANT,3,53,5,A
40665141,FISH,1,72,7,A
40665719,MCDONALD'S,2,39,4,A
40662141,J AND D PIZZA,4,62,9,A
40622037,BLACK WHALE,2,72,4,A
40612129,STARBUCKS COFFEE,1,14,12,A
40624458,PRIMO AMORE,4,48,11,A
40624744,SWING 46 JAZZ AND SUPPER CLUB,1,03,9,A
40665730,GRAND HAVANA ROOM,1,03,12,A
40666094,MIDWAY CINEMAS,4,03,9,A
40666541,AYURVEDA CAFE,1,44,11,A
40666626,MY UNCLE'S STEAK RESTAURANT,4,78,10,A
40666706,RAY'S PIZZA,1,62,7,A
40663950,FOOD FOR THOUGHT CATERED EVENTS,1,03,9,A
40664122,PHILLIP MARIE,1,03,24,B
40616388,GLATT KOSHER FAMILY CHINESE RESTAURANT,3,20,7,A
40617736,BOTTINO,1,48,10,A
40624941,BAGELMAN OF WOODSIDE,4,27,11,A
40625230,MILLIE'S DELI,4,27,9,A
40625346,ROLF'S GERMAN RESTAURANT,1,37,5,A
40626388,THE ESPLANADE,1,03,10,A
40667110,MCGRAW HILL EXECUTIVE DINING,1,03,7,A
40667700,BAGEL LAND,5,07,9,A
40668120,MCDONALD'S,1,39,11,A
40593352,S S CALABRO PIZZERIA,4,63,3,A
40617030,"HUNAN K"" CHINESE RESTAURANT""",4,20,10,A
40594962,TRIBECA TAVERN,1,03,5,A
40668700,TRACK KITCHEN,4,03,10,A
40670684,LULU'S BAKERY,4,08,4,A
40666183,QUEEN VIC,1,03,11,A
40634730,NEW YORK UNIVERSITY - COURTYARD CAFE,1,03,9,A
40635770,GASLIGHT,1,03,31,C
40620325,BOND ST,1,49,6,A
40667358,COPPOLA'S,1,48,44,C
40668380,WOLF AND LAMB,1,78,13,A
40636827,HOGS & HEIFERS,1,12,9,A
40622601,A-1 PIZZA SHOP,1,62,2,Z
40638566,FRANCESCO'S PIZZERIA RESTAURANT,4,63,13,A
40673275,KENYON & KENYON CAFETERIA,1,03,3,A
40674475,JOHN'S PIZZERIA,1,63,19,B
40669100,MCDONALD'S,2,39,6,A
40625080,HILLEL BAGELS,3,07,5,A
40676348,STARBUCKS COFFEE,1,14,12,A
40676541,TEODORA,1,48,12,A
40641408,GIOVANNI'S RESTAURANT & CAFE,5,48,13,A
40677193,BIG JONS PIZZA & RESTAURANT,4,62,10,A
40677255,ASTRA,1,03,11,A
40633995,TACO BELL,4,81,11,A
40634433,DUNKIN' DONUTS,4,29,12,A
40671821,DAGAN PIZZA & DAIRY RESTAURANT,3,50,23,B
40633074,TEN-TAN CHINESE RESTAURANT,1,20,13,A
40634715,"CHIC-FIL-A, QUIZNOS SUBS, JW'S, TOSSED",1,03,2,A
40644039,TASTE OF TANDOOR,1,44,8,A
40635294,BICHEIROS BAR,4,77,8,A
40635366,THE LIBRARY,1,12,6,A
40674838,HI LIFE BAR & GRILL,1,03,9,A
40645474,OLD JOHN'S LUNCHEONETTE,1,03,6,A
40680622,JOHN'S BAR,4,03,13,A
40680678,EL PALACIO DE LAS EMPANADAS & BURGER EXPRESS,4,53,13,A
40680764,JOE'S PLACE,2,53,8,A
40638039,LEGENDS BAR & GRILL,4,03,16,B
40676550,THE BLACK SHEEP,1,47,13,A
40676884,NEW DYKER RESTAURANT,3,03,20,Z
40646372,BAR NONE,1,03,12,A
40646987,YURA & COMPANY ON MADISON,1,03,10,A
40602878,STARBUCKS COFFEE,1,14,9,A
40682824,HERO SHOP,3,03,18,Z
40640495,3 GUYS RESTURANT,1,03,11,A
40677704,PEPE GIALLO,1,48,4,A
40640688,SPIRIT OF NEW JERSEY,1,03,9,A
40643163,SHADE,1,03,11,A
40653513,IHAWAN,4,34,13,A
40654198,DUNKIN' DONUTS,2,29,7,A
40654457,THE ORIGINAL PIZZA IV,3,62,5,A
40687217,MIICHELLE'S COCKTAIL LOUNGE,3,17,12,A
40688377,HOT DOG CONCESSION STAND,4,03,22,B
40689838,SMOKE,1,03,11,A
40690019,MODERN GOURMET,1,03,19,B
40605319,42ND STREET PIZZA,1,03,7,A
40654823,BLONDIES,1,03,10,A
40655028,SNACKS-N-WHEELS,1,03,6,A
40655946,SAM'S RESTAURANT,2,73,12,B
40656139,TRIBECA ROOFTOP,1,03,6,A
40690899,THE ICE BOX-RALPH'S FAMOUS ITALIAN ICES,4,43,13,A
40691110,SAMMY'S FISHBOX,2,72,12,A
40644635,BRICK CAFE,4,03,17,Z
40645418,IBM EXECUTIVE DINING ROOM,1,03,8,A
40692361,ANDREW'S COFFEE SHOP,3,03,11,A
40692741,DELIGHT DONUT,4,03,10,A
40681290,L & M ITALIAN DELI & CATERING,4,27,11,A
40693952,J.R'S CABARET,2,03,12,A
40694203,DUNKIN' DONUTS,4,29,9,A
40684961,GARDEN CAFE RESTAURANT,4,53,11,A
40643680,KENT THEATRE,3,03,7,A
40686130,LITE BITES & GRILL,3,03,11,A
40686672,PERKINS FAMILY RESTAURANT & BAKERY,5,03,3,A
40686822,ALI'S ROTI SHOP,3,17,27,Z
40695079,LENNY'S BAGELS,1,07,11,A
40659854,BAGELS ETC,4,07,13,A
40695821,TRATTORIA PESCE PASTA,1,48,23,B
40696367,FAT SAL'S PIZZA,1,62,21,B
40698087,BIG AL'S CHICAGO PIZZA,5,62,11,A
40698303,EUROPA CAFE,1,03,,A
40648653,THOMAS PRETI CATERERS,4,03,2,A
40649268,PLANET SMOOTHIE/TASTI D LITE,1,51,3,Z
40690636,STUDIO 46,4,53,12,A
40608767,NICKY'S PIZZA,3,63,13,A
40699160,THE COUNTRY CAFE,1,03,12,A
40691939,BISTRO CITRON,1,35,11,A
40692411,HAVANA ALMA DE CUBA,1,53,12,A
40651300,ELIA,3,38,13,A
40652016,NEW YORK UNIVERSITY- HALL CAFE/ BURGER STUDIO,1,03,2,A
40652509,LA INDIA RESTAURANT,2,53,8,A
40699339,NICK GARDEN COFFEE SHOP,2,14,10,A
40700293,HAAGEN-DAZS,3,43,9,A
40651313,ITALY PIZZA & RESTAURANT,3,62,9,A
40692961,BAMBOO GARDEN RESTAURANT,3,17,27,Z
40693095,SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS),2,03,4,A
40694187,GARY AND GINO'S,2,62,12,A
40700926,GOLDEN CROWN BAKERY,3,08,10,A
40701331,KINSALE TAVERN,1,03,9,A
40662495,JOE'S PUB,1,03,8,A
40663005,GRAND STREET DELI & MINI MARKET,1,27,13,A
40663973,PEPE JOES PIZZERIA,2,63,10,A
40703795,STARBUCKS COFFEE,1,14,3,A
40695260,KEW GARDENS CINEMAS,4,03,9,A
40696959,JAMAICAN FLAVOURS,4,17,2,A
40697315,STARBUCKS COFFEE,1,14,2,A
40697317,STARBUCKS COFFEE,3,14,5,A
40664935,LEXICON,1,03,7,A
40665065,DANIEL,1,35,13,A
40657772,GOOD RESTAURANT,1,03,2,A
40704030,NEW YORK COMEDY CLUB,1,03,12,A
40704232,CENTRAL CAFE,1,27,37,Z
40704305,LA DOLCE ITALIA BAKERY,4,08,13,A
40698537,EL CENTRO,1,55,8,A
40698823,UNION CAFE RESTAURANT,3,03,7,A
40654328,CAFE AL MERCATO,2,48,7,A
40665359,FIVE POINTS,1,03,10,A
40665610,MANHATTAN COURTYARD,1,23,13,A
40665690,DELUXE,1,03,4,A
40705843,HAAGEN-DAZS,3,43,8,A
40652780,EL ENCANTO RESTAURANT,3,55,8,A
40707101,LA POSADA MEXICAN FOOD,1,55,23,B
40667285,GRILL,4,12,3,A
40709138,THALIA,1,03,10,A
40711118,ESPERANTO,3,13,51,C
40700181,SUBWAY / TWIN DONUT,3,69,4,A
40700664,PHO BANG RESTAURANT,1,05,17,B
40659211,NOSH! - COURTYARD BY MARRIOTT,1,03,12,A
40711561,MAKE MY CAKE,1,08,11,A
40711694,FAY DA BAKERY,1,08,4,A
40711788,CAFE 101,3,14,8,A
40703791,STARBUCKS COFFEE,1,14,7,A
40668464,TURKISH CUISINE,1,83,12,A
40668596,FRESCO BAR CAFE RESTAURANT,4,38,10,A
40660816,BURGER KING,4,39,11,A
40661290,AL DI LA,3,48,10,A
40703796,PARK SLOPE ALE HOUSE,3,03,2,A
40714796,PHOEBE'S,3,03,12,A
40669474,MARINA GRAND CAFE,5,03,13,A
40704635,BEN'S PIZZA,1,62,7,A
40704853,B.B. KINGS,1,03,5,A
40661017,HAIROS NIGHT CLUB,4,53,5,A
40661972,HALE & HEARTY SOUPS,3,75,5,A
40715642,PETITE ABEILLE,1,37,13,A
40715796,PIZZA HUT,4,62,10,A
40716051,BLOCKHEADS BURRITOS,1,81,9,A
40705487,STROKOS GOURMET DELI,1,27,12,A
40705733,HARBOR PIZZA,4,62,11,A
40705978,WHITE CASTLE,1,39,13,A
40663028,XIN YA RESTAURANT,2,20,13,A
40670874,ME & MY EGGROLL,3,20,13,A
40662349,SANFORDS RESTAURANT,4,03,7,A
40709941,PEPOLINO,1,48,26,B
40716299,CHUCK E CHEESE'S,5,62,10,A
40711301,CHICKEN FESTIVAL,4,18,12,A
40716625,PRUNE,1,03,7,A
40716932,MORRELL WINE BAR & CAFE,1,03,2,A
40717386,SHEEPSHEAD BAY YACHT CLUB BAR,3,03,7,A
40717622,EXCELSIOR,3,03,9,A
40718360,TORCH CLUB,1,03,12,A
40675892,DINER,3,03,10,A
40716141,SAPPHIRE LOUNGE,1,03,12,A
40718574,WINDFALL,1,03,10,A
40716271,ROSARIO'S PIZZA,1,62,13,A
40719387,MANNA RESTAURANT II,1,73,3,A
40719393,SOCIETE GENERALE,1,23,2,A
40719552,LEXINGTON CANDY SHOP,1,03,12,A
40717261,HONG FUNG BAKERY,3,08,12,A
40718137,STAGE RESTAURANT,1,03,11,A
40668305,EL ANZUELO FINO RESTAURANT,4,61,2,A
40720288,Le Charlot,1,35,6,A
40720887,SUSHI SAMBA,1,49,11,A
40668681,CASCARINO'S,4,48,8,A
40721083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1,17,7,A
40721728,THREE JOLLY PIGEONS,3,47,17,B
40668598,EMERALD PUB,4,03,9,A
40669394,FIROZAS ROTI BAR,2,17,13,A
40719863,PAHAL ZAN RESTAURANT,4,50,10,A
40720280,THE HISTORIC OLD BERMUDA INN,5,03,9,A
40677610,EL MARIACHI RESTAURANT,4,55,12,A
40678235,BOURBON STREET,4,03,13,A
40669648,J & S PIZZA,4,62,12,A
40671007,PIG & WHISTLE ON 3RD,1,03,12,A
40678550,CINEMA CAFE & BAR,1,03,10,A
40679229,AMARANTH,1,35,12,A
40720587,KARMA,1,03,9,A
40720911,ANOTHEROOM,1,03,7,A
40671411,MCDONALD'S,2,39,2,A
40673089,SEAN OG,4,03,10,A
40673117,10TH AVENUE PIZZA & CAFE,1,62,9,A
40679997,MCDONALD'S,4,39,12,A
40673175,LACE,1,03,13,A
40722206,BLUE & GOLD BAR,1,03,13,A
40674598,CAFE EXPRESS,1,03,7,A
40675977,OSTERIA SERAFINA,1,48,4,A
40676502,BURGER KING,3,03,2,A
40723673,BLACK FAT PUSSY CAT,1,03,5,A
40685734,TOAST,1,03,7,A
40722463,EL SITIO RESTAURANT,4,53,2,A
40686674,ZARO'S BAKERY,1,08,12,A
40688369,LE TRAPEZE,1,03,12,A
40726044,CUCINA DI PESCE,1,48,13,A
40640493,BURGER KING,3,39,5,A
40722737,BOURBON STREET,1,03,21,B
40722846,THE WHISKEY WARD,1,03,9,A
40675225,BEHAN'S PUB,2,03,9,A
40688834,SEGUINE BAGEL BAKERY,5,27,9,A
40726109,JAMAICAN FLAVORS,4,17,10,A
40726194,STARBUCKS COFFEE,1,14,10,A
40726517,HILLSTONE MANHATTAN,1,78,7,A
40726811,RELIABLE FOOD,1,03,19,B
40727214,CHINANTLA,3,55,11,A
40678995,TANDOORI FOOD & BAKERY,4,50,12,A
40690297,THOMASINA'S,4,03,8,A
40690910,CHECKERS,2,39,13,A
40679327,ARCHIVES,3,03,12,A
40728151,ROC RESTAURANT,1,48,12,A
40729296,DINO'S PIZZA & PASTA,4,63,24,B
40691569,PERSHING SQUARE CAFE,1,03,12,A
40724462,CHUCK E CHEESE'S,4,62,11,A
40725375,MARKET PLACE PIZZA,2,62,10,A
40725471,GENTE,1,48,3,A
40680918,TASTE RESTAURANT,1,54,12,A
40683948,TRATTORIA L'INCONTRO,4,48,12,A
40694122,TRACKSIDE,4,03,13,A
40729972,SCANDALS,4,03,9,A
40684331,BOULDER CREEK-STEAK & SALOON,4,03,20,Z
40679269,HOUSE OF BREWS,1,03,4,A
40684999,BURGER KING,2,39,4,A
40696304,THE TICK TAVERN,4,03,19,B
40730115,JOLLY TINKER,2,03,7,A
40730396,RUBY FOO'S TIMES SQUARE,1,05,7,A
40730597,STIR CAFE,1,03,9,A
40730678,MCCAFFREY AND BURKE,4,03,11,A
40731341,VILLA RUSTICA RISTORANTE,4,48,9,A
40685819,DUNKIN' DONUTS,5,29,7,A
40686067,MCDONALD'S,3,39,2,A
40680038,CAVO,4,54,5,A
40732861,ANTICA TRATTORIA,4,48,5,A
40727820,HOUSING WORKS FOOD,1,03,9,A
40685858,DEL FRISCO'S,1,78,12,A
40697322,STARBUCKS COFFEE,1,14,2,A
40733009,THE CAMPBELL APARTMENT - IN GRAND CENTRAL,1,03,8,A
40733491,TRATTORIA BELVEDERE,1,48,11,A
40729264,PLAYWRIGHT TAVERN,1,47,2,A
40650429,TOSSED,1,68,2,A
40734557,CAFE JOUL,1,35,12,A
40734703,MCDONALD'S,2,39,10,A
40687266,BARTOW PIZZA,2,62,3,A
40735129,JUICY LUCY,1,51,5,A
40736385,MCDONALD'S,3,39,2,A
40737436,BAR VELOCE,1,48,7,A
40688841,PAPAYA DOG/CHARLEY'S,1,70,9,A
40731374,PIZZA DEN,3,62,12,A
40737677,HERO CHAMP,3,03,8,A
40737932,STARBUCKS COFFEE,1,14,13,A
40738001,PIZZA BAGEL BURGER,3,03,16,B
40700724,SCALINI FEDELI,1,48,26,B
40738920,GEORGE KEELEY,1,03,11,A
40738973,CARIBBEAN SPORTS,3,53,10,A
40692857,IL RICCIO RESTAURANT,1,48,13,A
40693544,BELASCO THEATRE,1,03,12,A
40732501,TEQUILITAS MEXICAN RESTAURANT,3,55,11,A
40658358,EL CARAMELO COFFEE SHOP,4,53,2,Z
40740120,FORTUNE GARDEN CHINESE RESTAURANT,2,20,11,A
40690158,FRESCO ON THE GO,1,70,7,A
40733334,JOHN'S DONUT & COFFEE SHOP,3,14,9,A
40734383,AVRA ESTIATORIO,1,38,6,A
40702330,DA VINCI PIZZA,1,62,3,A
40703714,PALM RESTAURANT,1,78,12,A
40703843,STARBUCKS COFFEE # 7463,1,14,10,A
40694273,PARRILLA LATINA STEAKHOUSE,2,53,4,A
40694764,MANNY'S GRILL,3,03,10,A
40741900,GIORGIO'S OF GRAMERCY,1,03,12,A
40741967,TONG HAI TUNG BAKERY,4,08,23,Z
40660041,NEW AMSTERDAM THEATER,1,03,6,A
40692209,DUNKIN' DONUTS,4,29,13,A
40697323,STARBUCKS COFFEE,1,14,11,A
40736137,STARBUCKS COFFEE,1,14,14,B
40737045,FISHERMAN'S COVE,3,17,9,A
40742986,DOMINO'S PIZZA,3,62,23,Z
40742989,DOMINO'S PIZZA,3,62,13,A
40743368,DOMINO'S PIZZA,4,62,30,C
40698274,BELLO GIARDINO,1,48,9,A
40737930,STARBUCKS COFFEE,1,14,13,A
40738002,AU BON PAIN,1,70,10,A
40738008,AU BON PAIN,1,70,6,A
40705052,IL FORNETTO TRATTORIA CAFE,3,48,13,A
40705070,BLUESTOCKINGS WOMENS BOOKSTORE CAFE,1,14,11,A
40705325,G.P. DINER,4,03,9,A
40705411,LINDENWOOD DINER,3,03,10,A
40705931,BLUE HILL RESTAURANT,1,03,10,A
40699061,I.O. CAFE,4,64,8,A
40698840,GALICIA BAR,4,53,9,A
40744545,NINO'S POSITANO,1,48,12,A
40706408,BLACK AND WHITE,1,03,13,A
40707194,MICHAEL'S RESTAURANT,4,23,18,Z
40707818,NUEVO JARDIN DE CHINA RESTAURANT,4,20,5,A
40708523,IL POSTOCANTO,1,48,3,A
40739412,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1,03,3,A
40739446,DUNKIN' DONUTS,4,29,8,A
40744833,CAFE ORLIN,1,03,10,A
40745606,HOOTERS,1,03,21,B
40745618,MIKE'S PIZZA,3,62,12,A
40697311,STARBUCKS COFFEE,1,14,,A
40742226,PATSY'S PIZZERIA,1,63,10,A
40709530,HALLO BERLIN,1,37,10,A
40745681,JUNIOR'S CAFE,4,03,13,A
40742996,DOMINO'S PIZZA,3,62,5,A
40743360,DOMINO'S PIZZA,4,62,12,A
40698807,44 SW RISTORANTE & BAR,1,48,11,A
40703670,GHANDI CAFE,1,44,9,A
40711333,WEST CUISINE-ENCHANTMENT BY MARIA,3,17,13,A
40746574,BAR COASTAL,1,03,9,A
40746628,ORIGINAL VEGETARIAN RESTAURANT,3,84,9,A
40743374,DOMINO'S PIZZA,4,62,2,A
40744131,ANTOJITOS MEXICANOS,3,55,13,A
40699514,CITY LOBSTER & STEAK,1,72,6,A
40748329,MCDONALD'S,4,39,7,A
40750062,PANEANTICO BAKERY,3,08,12,A
40750262,MARRIOTT MARQUIS - Main Kitchen,1,03,4,A
40745610,MILAN SPORTS BAR,4,48,9,A
40745870,MARATHON FOOD SHOP,4,27,12,A
40746162,CIROS PASTRY SHOP,4,08,12,A
40715362,STARBUCKS COFFEE,1,14,12,A
