CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
41462164,CROWN FRIED CHICKEN,3,18,12,A
41409862,SHAWARMA AVE RESTAURANT,3,50,2,Z
41418820,NEW TING HUA CHINESE RESTAURANT,3,20,4,A
41416302,GOOD TASTE CHINESE,2,20,7,A
41419256,CANEY RESTAURANT BAR,2,03,7,A
41414250,LENNY'S,1,70,9,A
41414508,Numero 28 Pizzeria Napoletana,1,62,7,A
41462169,CELEBRATE AT SNUG HARBOR,5,03,52,C
41461980,JOVEY'S FORTUNE GARDEN,4,22,10,A
41419573,THE LITE CHOICE,1,43,10,A
41419948,COSINITA RESTAURANT,2,55,11,A
41419984,JEWISH GUILD FOR THE BLIND Cafe,1,03,9,A
41462642,HONG KONG CHINESE FOOD TO TAKE OUT,1,20,19,B
41462864,DIRTY PIERRES BISTRO,4,35,5,A
41420491,ROSSETTI'S PIZZA,1,62,9,A
41420644,EDGAR'S CAFE,1,48,7,A
41462900,ATLANTIC MITOUSHI SUSHI,3,49,4,A
41463147,MASAKE,3,22,16,B
41420758,BRICK PIZZERIA,3,62,11,A
41420776,KISMET CATERERS,2,03,10,A
41462501,RED HOUSE RESTAURANT,1,20,26,Z
41462542,SCOTTADITO,3,48,13,A
41415451,ANGELO'S STAGOVA PIZZA,3,62,15,B
41415481,UNCLE DONUTS,4,03,7,A
41463441,THE IMMIGRANT NYC,1,03,11,A
41399846,NEW TIEN LUNG RESTAURANT,2,20,7,A
41462617,MIKE'S UNICORN DINER,5,03,12,A
41462654,MAYA TAQUERIA,3,55,11,A
41417994,MOE'S SOUTHWEST GRILL/PLANET SMOOTHIES,1,03,7,A
41463532,TAORMINA RISTORANTE,1,48,17,Z
41463547,SUBWAY,1,69,4,A
41463780,CHAN'S VILLAGE,2,20,10,A
41421560,ISLAND GROVE RESTAURANT,3,17,9,A
41412218,CHECKERS,1,39,2,A
41462890,CHICKEN LOVERS RESTAURANT,4,18,11,A
41463915,BEANS AND VINES,1,03,2,A
41464097,BAGELS N GREENS,3,50,12,A
41463456,DUNKIN DONUTS,5,29,4,A
41463488,RECETTE,1,03,11,A
41463489,DUNKIN DONUTS,5,29,11,A
41418529,SUBWAY,1,03,15,B
41416561,VANESSA'S DUMPLING,1,20,7,A
41464253,JJ DELI,4,03,19,Z
41422914,PICK A BAGEL,1,07,7,A
41422935,FIVO'S PIZZA,1,62,12,A
41422954,ALI BABA,1,56,8,A
41463516,MCDONALD'S,1,39,9,A
41463539,YOGURT CITY,5,43,5,A
41418537,T.G.I. FRIDAY'S,2,03,8,A
41417111,HAMPTON INN CHELSEA,1,03,9,A
41464424,TAQUERIA EL MAGUEY,3,55,7,A
41464440,COLLEGE POINT DINER,4,03,13,A
41464503,HING HUNG RESTAURANT,3,20,9,A
41423266,EL PATIO,4,53,13,A
41423288,MAPLE GARDEN,4,20,12,A
41423698,QUEENS COLLEGE STUDENT UNION,4,03,5,A
41463979,NATURAL TOFU & NOODLES RESTAURANT (BOOK CHANG DONG),4,52,27,B
41419407,CAFE CAGGIANO,3,14,9,A
41417760,O SHA THAI KITCHEN,1,82,9,A
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,3,17,11,A
41464926,HOLIDAY INN SOHO,1,03,10,A
41464967,OAXACA MEXICAN GRILL,1,55,10,A
41465261,HOT BIALYS & BAGELS,4,07,12,A
41464143,VYBES KITCHEN,2,17,30,C
41464310,JOE'S OF AVENUE U,5,48,24,B
41465455,HAPPY HOUSE,3,20,19,B
41465573,SUBWAY,1,70,2,A
41465698,RU YI SEAFOOD RESTAURANT,4,20,24,B
41464415,INDIE SCREEN,3,03,12,A
41464489,BEEKMAN THEATRE,1,03,2,A
41464512,CBRE-1540,1,03,8,A
41420291,THE KING COLE BAR AND SALON,1,03,12,A
41420313,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,1,03,12,A
41418367,CAFFE ITALIA,3,14,4,A
41403291,ARDESIA,1,03,7,A
41424327,NYONYA,1,05,13,A
41424537,TACOS & BURRITO GRILL,3,55,5,A
41466148,POUR GEORGE,1,03,12,A
41466245,ATLIXCO BAKERY & DELI,5,55,12,A
41466258,BROTHER JIMMY'S BBQ,1,10,8,A
41464542,THE BLUEBELL CAFE,1,23,10,A
41464748,DIANA CENTER CAFETERIA,1,03,10,A
41420999,NY GOURMET DELI,1,27,2,A
41421148,SUBWAY,5,69,12,A
41424812,BANK OF TOKYO,1,23,7,A
41465557,BELLA PUEBLA RESTAURANT,4,55,2,A
41466316,OLIO E PIU,1,48,10,A
41466825,DUNKIN DONUTS,1,29,8,A
41421237,BILLY'S BAKERY,1,08,12,A
41419111,DUNKIN' DONUTS,4,29,7,A
41404855,JOE JR. RESTAURANT,1,03,8,A
41425593,GIRL SCOUTS OF THE USA,1,03,7,A
41466064,NEW KING CHINESE RESTAURANT,1,20,12,A
41421789,THIRSTEA CAFE,1,14,11,A
41422055,MORGAN STANLEY,1,03,12,A
41419713,NY COLLEGE OF PEDIATRIC MEDICINE,1,03,7,A
41467086,SUBWAY,1,69,12,A
41422279,LA COLOMBIANITA BAKERY 2,4,08,12,A
41420646,KENNEDY FRIED CHICKEN,3,03,8,A
41426159,CAFE GREEN,1,14,7,A
41426199,CONTI'S PASTRY SHOPPE,2,08,9,A
41466586,HONG KONG CHINESE RESTAURANT,2,20,12,A
41421111,HEALTHY NIBBLES,3,03,3,A
41426958,HAMPTON INN - MANHATTAN TIMES SQUARE SOUTH,1,03,12,A
41466918,NUEVO MEXICO MEXICAN RESTAURANT,3,55,2,A
41423331,CHOP-STICK RESTAURANT,4,20,5,A
41423445,DAE BAK RESTAURANT,4,52,24,B
41423474,NEW YUMMY TACO,4,81,12,A
41423719,Q CAFE (QUEENS COLLEGE),4,03,11,A
41426964,HOLIDAY INN EXPRESS NYC TIMES SQUARE,1,03,11,A
41466984,BROADWAY PIZZA,1,62,,Z
41467848,M&R DELI & COFFEE SHOP,2,27,7,A
41468119,NANSEN LODGE SOCIAL CLUB,5,03,12,A
41468186,SUBWAY,1,69,11,A
41427431,EXO,4,38,25,B
41427683,SHERATON NEW YORK HOTEL & TOWERS,1,03,13,A
41423886,PANDA RESTAURANT,1,20,9,A
41423908,DAVID'S RESTAURANT,3,50,10,A
41418540,GOLDEN LION GOURMET DELI,4,27,7,A
41467254,DOLCI PARADISE BAKERY,4,08,9,A
41418929,SUSHI JUN,1,49,7,A
41407474,VENEZIA RISTORANTE & PIZZA,2,63,5,A
41423142,NEW YORK LAW SCHOOL,1,03,9,A
41467392,POPEYE'S CHICKEN & BISCUITS,1,03,12,A
41467458,JIA XIANG BAKERY,3,20,9,A
41428096,LA ISLA RESTAURANT,3,53,9,A
41468724,CHINA WANG RESTAURANT,2,20,5,A
41419101,DOUBLETREE BY HILTON (Chelton's Bar and Grill),1,03,2,A
41423516,GABy RESTAURANT & BAR (ENTER @ 44 W 45 ST-IN SOFITEL HOTEL),1,35,15,B
41424568,Mini Shabu Shabu,3,20,7,A
41467627,DUMBO KITCHEN,3,03,4,A
41467668,FORT SCHULER HOUSE,2,03,12,A
41428580,BUON GELATO AND EURO BAR,4,48,11,A
41468786,MUSTANG CAFE,1,03,14,B
41468852,TIJUANA SPORTS BAR,3,03,8,A
41424963,UNCLE LOUIE G'S,3,03,11,A
41408521,DUNKIN' DONUTS,1,29,9,A
41468049,AU BON PAIN,1,70,12,A
41468086,QUEEN BAKERY,1,08,16,B
41468117,Sebastian,1,35,25,B
41468132,COLLAGE BISTRO & BAR,1,03,2,A
41428808,SEAMORHEN II,4,17,11,A
41469089,LITTLE CAESARS,3,62,12,A
41469146,NEW MING GARDEN,4,20,12,A
41469473,MY MOST FAVORITE FOOD,1,50,13,A
41469619,FIKA,1,71,26,B
41420319,OCEANA,1,72,7,A
41425793,MILK BAR,3,03,7,A
41425846,GREEN CAFE,1,27,10,A
41429004,ALTUS CAFE,1,53,13,A
41429207,DAE SUNG KOREAN  RESTAURANT,4,52,9,A
41424918,XIN FA BAKERY,3,08,7,A
41426134,RESTAURANTE EL CANTINERO POBLANO,2,55,5,A
41469853,NEW A & J PIZZA & RESTAURANT,4,62,15,B
41429613,GEORGE'S PIZZA,1,62,12,A
41425135,PILAR CUBAN EATERY,3,53,12,A
41425555,TIFFANY & COMPANY,1,03,3,A
41468652,KINGS PIZZA,2,62,8,A
41426318,FOO SHUN RESTAURANT,3,20,11,A
41426518,NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,1,03,2,A
41469924,UNCLE JIMMY'S BACKYARD BBQ,3,03,21,B
41470009,JUST IN TIME RESTAURANT,3,77,7,A
41429907,MARIO'S DELI,3,03,13,A
41427358,KING'S KITCHEN,3,20,12,A
41470015,OLLA WINE BAR,3,48,5,Z
41421764,CHECKERS,4,03,3,A
41429955,NEW SPRING GARDEN RESTAURANT,3,20,7,A
41410764,SUBWAY,2,69,10,A
41427731,ALNOOR HALAL DELI,3,56,9,A
41428009,LOS FLORENCIOS,3,08,9,A
41422201,SLATE,1,03,2,A
41470477,CARIBBEAN CONNECTION CATERING SERVICES INC RESTAURANT,2,17,9,A
41470527,HEAVEN'S HOT BAGEL,1,07,12,A
41426339,PIAZZA PIZZA & GRILL,1,62,11,A
41427045,DUNKIN' DONUTS,1,29,6,A
41430727,DRAGON BAY BAKERY,3,08,7,A
41430985,SUBWAY,1,69,9,A
41469759,GROUP M,1,03,10,A
41470674,ONE AND ONE,1,47,12,A
41470787,CHINAR RESTAURANT,3,67,10,A
41470903,TACOS EL PAISA,3,55,15,B
41431210,MARACUS CLUB AND RESTAURANT,4,03,7,A
41431222,ANGELINA'S RISTORANTE,5,48,24,B
41428731,E Z DELI,1,03,12,A
41469788,AVENUE Z DELI & PIZZA,3,03,5,A
41471036,ROBBINS NEST,1,03,3,A
41471113,BLUE DISH CAFE,3,50,7,A
41412002,SUBWAY,4,69,2,A
41412153,CROWN FRIED CHICKEN,1,18,8,A
41431613,MOMOFUKU/ MA PECHE,1,03,7,A
41431748,GOWASABI,4,49,13,A
41428366,SUBSCONCIOUS,1,75,45,C
41471252,METRO KING,3,05,9,A
41471314,TAKAHACHI BAKERY,1,08,7,A
41471366,CAFE AT YOUR MOTHER IN-LAW,3,67,10,A
41412585,UNCLE LOUIE G ITALIAN ICES,3,43,2,A
41470216,ONE LUCKY DUCK,1,51,11,A
41470329,VEGETARIAN PARADISE VP2,1,84,11,A
41470400,LYCHEE HOUSE,1,20,10,A
41470401,SIENA PIZZA,1,62,8,A
41432341,XI'AN FAMOUS FOODS,4,20,5,A
41432497,BRAD'S CAFE,1,03,18,Z
41432588,TOASTIES,1,03,11,A
41432702,THE STONE TAVERN,4,03,13,A
41413315,GEORGE'S DINER-CAFE,2,03,6,A
41471829,THE CASTELLO PLAN,3,03,11,A
41429741,TROPA PIZZA & RESTAURANT,2,62,10,A
41432714,SWEET AFTON,4,03,7,A
41432721,SAGAPONACK,1,03,9,A
41433057,SHUN WEI RESTAURANT,1,20,9,A
41470760,THE TOOL BOX,1,03,10,A
41471984,THE BODEGA,3,03,7,A
41429354,HAAGAN DAZ,2,43,12,A
41433265,WA JEAL,1,20,10,A
41424585,POP YOGURT,1,43,12,A
41433469,THE CAPITAL GRILLE #8039,1,03,7,A
41433902,RAZAG BALLROOM,3,50,12,A
41433908,BELLE FOURCHETTE,3,17,11,A
41434018,CHOUX FACTORY,1,03,19,B
41471136,NAKATA SUSHI,5,49,9,A
41472353,KALALLOO RESTAURANT,4,17,22,Z
41472400,MAIZAL RESTAURANT,5,55,7,A
41430522,No 1 Wok Chinese Restaurant,2,20,12,A
41430576,"REGO GARDEN RESTAURANT, INC",4,20,7,A
41430594,1 STOP PATTY SHOP,1,08,10,A
41425365,THE WING BAR,3,03,13,A
41429791,RASPBERRY DELI & GROCERY,1,27,9,A
41434246,SILVER KITCHEN,4,03,2,A
41471168,TARTINERY,1,35,2,A
41471288,THAT SUSHI SPOT,3,49,9,A
41471474,NEW HONG KONG RESTAURANT I,2,20,11,A
41472695,TRAIF,3,03,11,A
41430018,N & D PIZZA,3,63,8,A
41430361,BOX KITE CAFE,1,14,3,A
41430488,MOXIE WORKS CAFE,1,03,7,A
41434866,BELLA VITA,1,62,41,C
41431239,QUE SABROSURA,2,53,12,A
41435279,STEPHEN SONDHEIM THEATRE,1,03,2,A
41435352,CUZCO PERU,4,61,18,Z
41431036,FRESCO TORTILLA'S/CHINA HOUSE,4,81,5,A
41431051,LUCKY DOG,3,03,2,A
41431868,SHANGHAI CHINESE RESTAURANT,1,20,2,A
41471729,ATMA'S ROTI SHOP,4,44,9,A
41473136,WONDER FRIED CHICKEN,1,18,11,A
41473147,CARINO RESTAURANT AND CAFE,1,48,3,A
41473217,MAHARAJA PALACE,1,44,13,A
41435655,COURTHOUSE DELI,4,27,8,A
41435697,FRANK'S TAVERN,3,03,15,B
41435999,YOUR HOUSE CAFE,3,14,12,A
41436074,MICHAEL ANGELO'S BRICK OVEN INC,2,63,13,A
41472283,ASHTON'S ALLEY,1,03,11,A
41426887,MANNY'S ON SECOND,1,03,5,A
41473316,HONG KONG GOURMET,4,20,3,A
41473384,APPLE GARDEN,4,20,9,A
41473596,THOMPSON COFFEE SHOP,4,03,11,A
41436121,BRONX UPTOWN,2,17,12,A
41472439,SAINT ANSELM,3,03,12,A
41472626,BURGER KING,4,39,7,A
41473761,"RESTAURANT SALVADORENO EL JIBOA""""",4,77,9,A
41432621,TESTACCIO RISTORANTE,4,48,8,A
41431958,NOVELTY INDIAN SWEETS & RESTAURANT,4,44,5,A
41427225,ELEVAGE,1,49,5,A
41473969,BUTTERFLIES CHINESE FOOD,4,20,12,A
41473978,EL TENAMPA RESTAURANT,4,55,8,A
41474026,NEW KAM SHING KITCHEN,3,20,8,A
41416298,TOM'S RESTAURANT,3,03,5,A
41436774,CHIQUITITA MEXICAN GRILL,3,55,10,A
41436784,MONSIGNOR'S RESTAURANT,3,48,13,A
41436866,MCDONALD'S,3,03,12,A
41436878,CASA LEVER,1,48,10,A
41436895,MCDONALD'S,3,39,12,A
41472755,CUSTOM WINEBAR,3,03,8,A
41427673,SHERATON NEW YORK HOTEL & TOWERS,1,03,10,A
41427685,SHERATON NEW YORK HOTEL & TOWERS,1,03,9,A
41427803,HAMPTON INN LAGUARDIA,4,23,12,A
41416621,FIVE GUYS BURGERS AND FRIES,4,39,7,A
41473017,MAGGIE MOO'S,4,43,5,A
41473028,OLD SICHUAN RESTAURANT,1,20,12,A
41473084,CIRCA,1,50,17,Z
41474509,SHAKE SHACK,1,03,11,A
41474722,MARCONY,1,48,20,B
41432917,MAOZ VEGETARIAN TIMES SQUARE,1,84,2,A
41433082,EL-RAWSHEH CAFE & RESTAURANT,4,56,17,B
41474875,THE WILLIAMS MEMORIAL RESIDENCE,1,03,7,A
41474931,MCDONALD'S,1,03,10,A
41437350,ZHANG'S FORTUNE RESTAURANT,3,05,19,B
41474966,COMPLETE BODY & SPA,1,03,10,A
41428346,AJI SUSHI,1,49,16,B
41475322,TRUE COLORS BAR,4,77,8,A
41473636,HECHO EN DUMBO,1,55,25,Z
41437928,DUNKIN' DONUTS,4,29,3,A
41434117,SUZU SUSHI,1,49,10,A
41433437,NICE PIZZA,3,62,20,B
41473842,YI MIN KITCHEN,3,20,20,B
41473931,WHISKEY REBEL,1,03,6,A
41475669,KING WOK KITCHEN,4,20,12,A
41438394,YOSMIRA RESTAURANT,4,53,11,A
41438509,JUDY KARAOKE,1,52,10,A
41438759,DOMINICK'S BAKERY & CAFE,5,03,11,A
41438854,MEADOWS SNACKS,1,03,13,A
41475946,GRAND SICHUAN,1,20,27,B
41439621,HAMPTON INN,1,03,12,A
41434887,WESTSIDE CAFE,1,03,15,B
41474967,TAQUEERIA LA PLACITA PUEBLA,3,55,41,C
41475175,CAFE VIA EXPRESSO,4,14,12,A
41475197,HIP WO,5,20,5,A
41440261,NICKY'S PIZZERIA RESTORANTE,1,63,11,A
41434918,SUBWAY,4,69,3,A
41475596,KENNEDY PIZZA & CHICKEN,3,62,8,A
41475604,NEW MING HING KITCHEN,3,20,13,A
41475820,ARGO TEA CAFE,1,14,12,A
41475944,MARABELLA PIZZERIA,4,63,12,A
41441462,DUNKIN' DONUTS,4,29,10,A
41441562,GOLDEN FLOWER KITCHEN,2,20,12,A
41475994,HAMPTON INN-HERALD SQUARE,1,03,7,A
41476652,CARINO,3,55,13,A
41476734,CROWN FRIED CHICKEN & PIZZA,3,18,8,A
41441945,BLACK SHACK,1,03,8,A
41476013,VESUVIO BAKERY,1,08,5,A
41435738,DIE STANMKNEIPE,3,03,2,A
41435938,SUSHI YOU,4,49,10,A
41435736,LIU WRAC WELLNESS CENTER,3,51,,A
41477041,CAFE BORA BORA,4,03,24,B
41477055,PAPASITO MEXICAN GRILL,1,55,9,A
41477077,MUSIC KITCHEN,2,20,19,B
41476399,BUNDU KHAN KABAB HOUSE,4,44,9,A
41476416,MILK AND ROSES,3,03,18,Z
41442391,LE P'TIT PARIS,3,35,7,A
41442546,CHOCK FULL O' NUTS,3,14,8,A
41436325,SHIN NA NEW KARAOKE,4,05,10,A
41436524,THE BREUKELEN COFFEE HOUSE,3,14,4,A
41436020,TONY'S PIZZA,4,62,9,A
41476602,PARIS BAGUETTE & CAFE,4,08,9,A
41476658,TACOS I TORTAS CARRUSEL,4,55,4,A
41476697,VIEW OF THE WORLD TERRACE CLUB,1,03,25,B
41477231,DINO,3,48,11,A
41477315,MEL'S BURGER BAR,1,39,12,A
41443048,Success Chinese Restaurant,4,20,13,A
41476902,EL TEQUILERO RESTAURANT,4,55,8,A
41436857,MCDONALD'S,3,39,13,A
41436594,HUNTER COLLEGE,1,03,4,A
41477474,SMILE CHINESE RESTAURANT,2,20,5,A
41477483,HOLIDAY INN EXPRESS - MANHATTAN,1,03,11,A
41477496,ROZAFA LOUNGE,3,14,7,A
41477652,GREEN KITCHEN CAFE,3,03,12,A
41443365,SUBWAY,4,69,12,A
41443457,CHEN FULIN KWOK SEAFOOD RESTAURANT,3,20,13,A
41477698,CASTRO,1,53,29,Z
41421128,MARY O'S,1,03,3,A
41478014,SUBWAY,2,69,12,A
41478031,GUY & GALLARD,1,03,13,A
41443528,MMM THATS A WRAP,4,03,13,A
41478516,LOWLANDS BAR,3,03,11,A
41478517,CANTEEN 82,1,20,38,Z
41477535,ARTHUR TREACHERS,5,72,12,A
41477830,RESIDENCE INN TIMES SQUARE,1,03,12,A
41477916,PIZZA BY CERTE,1,62,12,A
41421941,DUNKIN' DONUTS,4,29,7,A
41443745,CHIKURIN JAPANESE RESTAURANT,3,49,13,A
41478616,PEARLS,1,05,10,A
41478736,EXCLUSIVE PIZZA,1,62,9,A
41431231,ENERGY FUEL,3,03,7,A
41478062,THE ATTIC BAR & LOUNGE,4,03,27,Z
41478247,CRUNCH,1,51,10,A
41478955,PAPO FRIED CHICKEN ZACKS PIZZERIA,4,62,4,A
41478964,MCDONALDS,1,39,11,A
41478966,MCDONALDS RESTAURANT,1,39,12,A
41479032,CARVEL ICE CREAM,4,43,4,A
41422704,BRONX ALEHOUSE,2,03,6,A
41444075,MEDITERRANEAN GRILL GREEK TARVERNA,4,38,9,A
41444157,MAMMA ROSA'S,2,48,13,A
41444184,THE AINSWORTH,1,03,12,A
41438373,SD26 & SAN DOMENICO EVENTS,1,48,7,A
41478306,FIESTA GRILL,4,34,7,A
41478531,THE RED LION,1,03,10,A
41478576,137 BAR & GRILL,1,78,12,A
41444683,QI,1,82,25,Z
41444763,SUBWAY,1,69,9,A
41444875,CRIME SCENE,1,03,12,A
41439339,RANCHO LATINO RESTAURANT,4,53,9,A
41478974,BIG DADDY'S,1,03,11,A
41479340,ARACELI DELI,4,77,9,A
41479400,ROCCO'S PIZZA,2,62,12,A
41423493,UNCLE LOUIE G'S,5,43,2,A
41445022,ROYAL PIZZA,1,62,8,A
41479209,MAI THAI,3,82,12,A
41439729,MAGGIE BAKERY,3,08,10,A
41479685,FISH BONE,3,17,13,A
41479499,RED APPLE,3,20,8,A
41441326,KEG AND LANTERN TAVERN,3,47,12,A
41445734,ZEBRA ONE LOUNGE,4,05,15,B
41479731,STILLWATER BAR & GRILL,1,03,5,A
41479922,CROWN FRIED CHICKEN,2,03,10,A
41424155,THE FACULTY CLUB (COLUMBIA UNIVERSITY),1,03,2,A
41479967,BAB ALHARA,3,54,12,A
41480046,RURAL CHINESE RESTAURANT,4,20,12,A
41480113,NEW LAM'S GARDEN,2,20,11,A
41445823,KA WAH CHINESE RESTAURANT,2,20,13,A
41480161,LOTS OF BAGELS,4,27,18,B
41480287,JESUIT MISSION HOUSE KITCHEN,1,03,13,A
41442062,KAFENEO,1,03,5,A
41424484,URIS DELI (URIS HALL) MAIN CAMPUS,1,03,6,A
41480222,CAFE PRAGUE,1,30,52,Z
41480255,CHARLEY'S GRILLED SUBS,3,69,13,A
41446057,ROBERT,1,03,9,A
41446312,BLUE,1,03,18,B
41441935,PROJECT PARLOR,3,03,7,A
41442055,SUBWAY,4,69,9,A
41480432,GINO'S PIZZA,1,62,2,A
41434104,FEDERAL CAFE,1,03,9,A
41480500,BLACK GOLD,3,14,9,A
41480572,CANZ A CITI ROADHOUSE,4,03,11,A
41446687,PECAS Y ALGO MAS,4,53,7,A
41480486,FUJIYAMA,1,49,7,A
41480535,CHARO RESTAURANT 3,4,77,9,A
41480852,Pizzeria,2,62,16,B
41480898,HANABI JAPANESE RESTAURANT,1,49,24,Z
41434590,620 ON CATON,3,62,5,A
41443344,KATIE'S CAFE IN SKATING RINK,5,03,6,A
41447268,SUBWAY,1,69,8,A
41447273,KENNEDY PIZZA & CHICKEN,3,18,5,A
41447431,EL MUSEO DEL BARRIO,1,53,5,A
41447497,OPEN DOOR GASTROPUB,1,03,12,A
41443150,VILLA MONTE II PIZZERIA AND RESTAURANT,5,63,9,A
41443264,TONNIES MINIS,1,08,5,A
41481463,MAOZ VEGETARIAN,1,84,19,Z
41480930,THE CAFE AT BOB'S,4,27,12,A
41481076,LITTLE CAESAR'S PIZZA,1,62,11,A
41435084,DUNKIN' DONUTS,4,29,2,A
41443598,CAFE BOULUD/BAR PLEIADES,1,35,10,A
41481826,COCO SOUTH MALAYSIAN CUISINE,4,82,2,A
41481418,METRO EMPANADAS,1,77,12,A
41435289,CREOLE PLATE RESTAURANT,4,24,5,A
41443726,MCKENNA'S PUB,1,03,10,A
41481565,JOE'S PIZZERIA,4,63,13,A
41481695,U S TRUST GUEST DINING ROOMS,1,03,8,A
41481717,PJ RESTAURANT & BAKERY,3,17,10,A
41481755,LITTLE ANTHONYS DELI & PIZZA,4,62,7,A
41482120,LOTUS LUCKY EXPRESS,1,20,15,Z
41482441,GOLDEN MANNA BAKERY,1,08,9,A
41447864,BUDDHA LOUNGE,5,05,6,A
41481830,SILVER MOON DINER,4,03,23,Z
41443646,STARBUCKS,1,14,12,A
41435950,ARMANDO GROCERY & BAKERY,3,08,6,A
41444287,POP'S RESTAURANT,3,03,11,A
41482473,HUNTS POINT MARKET COFFEE SHOP (Produce Market),2,03,16,B
41444224,BILL'S BAR & BURGERS,1,39,11,A
41482778,CROWN FRIED CHICKEN,3,03,9,A
41427427,SEA BREEZE PHARMACY & MEDICAL SUPPLY,3,14,5,A
41482477,HUNTS POINT MARKET COFFEE SHOP,2,03,11,A
41448655,VILLAGGIO RISTORANTE,4,48,10,A
41448909,SUBWAY,3,69,6,A
41449122,TABARE,3,53,15,B
41436627,TASTI D- LITE,1,43,5,A
41436639,YERBA BUENA,1,53,10,A
41445447,SPICY BAMPA,3,20,13,A
41444651,TRIONA'S,1,47,13,A
41483185,Crown Fried Chicken,3,18,9,A
41445591,JOHN JOHN'S BAR & GRILL,4,03,13,A
41483297,CO BA RESTAURANT,1,28,11,A
41483385,LIAM'S PUB,1,03,10,A
41483427,TIELLA RESTAURANT,1,48,12,A
41445105,PRIMITOS RESTAURANT,3,77,13,A
41483790,WORLD FAMOUS NEW ORLEANS CHICKEN,2,18,4,A
41484385,BAGEL TIME,4,07,10,A
41446106,DUNKIN DONUTS,2,29,4,A
41446174,L.I.E. HOT BAGEL,4,07,9,A
41449587,CASK BAR & KITCHEN,1,03,10,A
41437226,L.A. BURDICK CHOCOLATES,1,14,10,A
41445485,OCCASIONS BANQUET AND CATERING HALL,4,03,10,A
41484421,CROWN KTV,3,05,11,Z
41484590,YEMEN RESTAURANT,3,56,7,Z
41483491,THISTLEHILL TAVERN,3,03,19,B
41449862,LA BELLA MARIELLA II,3,63,13,A
41485041,FULTON GRAND,3,03,2,A
41445689,SFOGLIA RESTAURANT,1,48,9,A
41445737,1818 SEAFOOD RESTAURANT,3,20,11,A
41483841,LINCOLN TECH CAFETERIA,4,03,2,A
41484288,INCA ROTISSERIE CHICKEN,3,18,9,A
41438017,BLUE BAR RESTAURANT,4,55,10,A
41485145,OUTBACK STEAKHOUSE 3332,4,78,7,A
41484642,CENTURY CHINESE RESTAURANT,2,20,10,A
41485450,SUBWAY STORE 46555,4,69,10,A
41485036,ANDRES CARNE DE TRES,4,53,13,A
41485091,BRAVO PIZZA,1,62,13,A
41448603,TOMO JAPANESE RESTAURANT,3,49,13,A
41448719,GOLDMAN SACHS,1,03,,A
41449053,SALUD Y ESTILO DE VIDA,2,03,7,A
41450783,KIKKU JAPANESE RESTAURANT,1,49,9,A
41450890,SUBWAY,1,69,5,A
41450903,SUBWAY,4,69,7,A
41450909,TORRISI ITALIAN SPECIALTIES,1,48,12,A
41450971,GIOVANNI'S RESTAURANT,2,48,12,A
41485584,MAI CUISINE,1,49,13,A
41485670,ANDAZ FIFTH AVENUE,1,03,11,A
41485869,SHANGHAI GOURMET,1,20,25,B
41446990,ALEMBI CAFE,4,14,2,A
41447357,BILLIARDS,1,03,12,A
41485148,AROME CAFE II,1,03,12,A
41451258,HUDSON EATERY,1,03,11,A
41451271,PITKIN SEAFOOD,3,72,12,A
41451560,GUAN DONG YI JIA,4,20,20,B
41449654,SOUTH,3,03,9,A
41485907,CORBET AND CONLEY,1,27,12,A
41439863,SALTIE,3,69,3,A
41485499,CARMINES II,3,62,10,A
41486177,THE CLAY OVEN,1,44,11,A
41451912,KARAOKE BOHO,1,52,4,A
41430074,MOLTO BENE,3,62,8,A
41440921,TUSCAN HILLS,4,48,8,A
41486347,SUBWAY,1,69,2,A
41486451,GROM,1,43,22,B
41450527,LONGBOW PUB AND PANTRY,3,47,12,A
41450555,LOS 3 POTRILLOS RESTAURANT,4,53,10,A
41486135,MEGA BITES DINER,3,03,9,A
41486575,L&Y WING HING CHINESE RESTAURANT,2,20,12,A
41486645,BANK OF AMERICA EXECUTIVE DINNING ROOM,1,03,5,A
41486799,CHECKERS,2,39,12,A
41430354,BAJA FRESH,1,53,4,A
41441571,FRANKIE'S KITCHEN,1,03,3,A
41448070,VIVIA FELIZ 1,4,03,2,A
41486522,BOXERS NYC,1,03,10,A
41486640,UNITED KITCHEN,3,20,9,A
41441705,MILE END,3,03,2,A
41487259,KENNEDY FRIED CHICKEN,2,18,10,A
41487528,GINOS PIZZERIA,3,63,13,A
41486929,THE PROPER CAFE,4,03,18,Z
41453205,THE GREY DOG,1,03,17,B
41487057,THE BURGER GARAGE,4,39,7,A
41487235,DAVID'S BRISKET HOUSE DELI,3,03,13,A
41487602,BOB'S DISCOUNT FURNITURE CAFE,1,14,10,A
41443107,COUNTRY PAN FRIED CHICKEN,1,73,7,A
41488163,RICO CHIMI,4,77,10,A
41451958,CRUMBS BAKE SHOP,1,08,8,A
41453558,LEVEL ULTRA LOUNGE,4,03,12,A
41488798,FUEL HEALTH CAFE,5,03,25,B
41452090,MILON BANGLADESH & INDIAN RESTAURANT,1,09,4,A
41449961,PENN SUSHI,1,49,7,A
41453657,SUBWAY,1,69,9,A
